method,dataset,subset,image,num_faces_detected,false_positives,not_found,detection_time,accuracy
Face Recognition,seccam_2,test,f83eb6bd-a7ff-11ef-845d-48e7da426b90.jpg,0,0,2,0.1320791244506836,0.0
Face Recognition,seccam_2,test,f8b8587d-a7ff-11ef-a8c0-48e7da426b90.jpg,0,0,2,0.12312436103820801,0.0
Face Recognition,seccam_2,test,f8f652ac-a7ff-11ef-be5c-48e7da426b90.jpg,0,0,2,0.13253116607666016,0.0
Face Recognition,seccam_2,train,0aa0f178-ab3f-11ef-84ca-bbefd0250143.jpg,0,0,1,0.14719128608703613,0.0
Face Recognition,seccam_2,train,0aa4167b-ab3f-11ef-bd36-bbefd0250143.jpg,0,0,3,0.1751723289489746,0.0
Face Recognition,seccam_2,train,0c19412a-ab3f-11ef-851d-bbefd0250143.jpg,0,0,1,0.12423372268676758,0.0
Face Recognition,seccam_2,train,0c1c16bc-ab3f-11ef-9654-bbefd0250143.jpg,0,0,3,0.14797401428222656,0.0
Face Recognition,seccam_2,train,11bc8124-ab3f-11ef-a1c5-bbefd0250143.jpg,0,0,2,0.34087324142456055,0.0
Face Recognition,seccam_2,train,11bf7210-ab3f-11ef-8685-bbefd0250143.jpg,0,0,3,0.3721895217895508,0.0
Face Recognition,seccam_2,train,15e0cb58-ab2f-11ef-83c9-bbefd0250143.jpg,0,0,4,0.13889622688293457,0.0
Face Recognition,seccam_2,train,22f9338d-ab3f-11ef-94f4-bbefd0250143.jpg,0,0,1,0.1631779670715332,0.0
Face Recognition,seccam_2,train,22fc4357-ab3f-11ef-a9ba-bbefd0250143.jpg,0,0,1,0.11716079711914062,0.0
Face Recognition,seccam_2,train,23759278-ab3f-11ef-a0b5-bbefd0250143.jpg,0,0,1,0.2122941017150879,0.0
Face Recognition,seccam_2,train,23785ed9-ab3f-11ef-bb00-bbefd0250143.jpg,0,0,1,0.14992284774780273,0.0
Face Recognition,seccam_2,train,2a55912c-ab30-11ef-b8e4-bbefd0250143.jpg,0,0,1,0.14730048179626465,0.0
Face Recognition,seccam_2,train,30676534-ab3f-11ef-ab3a-bbefd0250143.jpg,0,0,1,0.3915419578552246,0.0
Face Recognition,seccam_2,train,306a2442-ab3f-11ef-a138-bbefd0250143.jpg,0,0,1,0.37397122383117676,0.0
Face Recognition,seccam_2,train,4747bbc1-ab3f-11ef-967b-bbefd0250143.jpg,0,0,1,0.20002007484436035,0.0
Face Recognition,seccam_2,train,474a7070-ab3f-11ef-9730-bbefd0250143.jpg,0,0,2,0.2263813018798828,0.0
Face Recognition,seccam_2,train,4801a7e5-ab3f-11ef-afad-bbefd0250143.jpg,0,0,1,0.28323912620544434,0.0
Face Recognition,seccam_2,train,48045878-ab3f-11ef-8589-bbefd0250143.jpg,0,0,2,0.23195099830627441,0.0
Face Recognition,seccam_2,train,610f4e0f-ab3f-11ef-b2de-bbefd0250143.jpg,0,0,1,0.22494006156921387,0.0
Face Recognition,seccam_2,train,61123a50-ab3f-11ef-a2ec-bbefd0250143.jpg,0,0,1,0.25315141677856445,0.0
Face Recognition,seccam_2,train,656833ab-ab3f-11ef-981b-bbefd0250143.jpg,0,0,1,0.2572934627532959,0.0
Face Recognition,seccam_2,train,656af596-ab3f-11ef-bb64-bbefd0250143.jpg,0,0,2,0.26017212867736816,0.0
Face Recognition,seccam_2,train,66876f03-ab3f-11ef-8d8f-bbefd0250143.jpg,0,0,2,0.22308945655822754,0.0
Face Recognition,seccam_2,train,6c3ad92e-ab3f-11ef-a2c7-bbefd0250143.jpg,0,0,1,0.2585632801055908,0.0
Face Recognition,seccam_2,train,ae320042-ab3e-11ef-8d3e-bbefd0250143.jpg,0,0,1,0.2009716033935547,0.0
Face Recognition,seccam_2,train,afd6d9d4-ab3e-11ef-bcf1-bbefd0250143.jpg,0,0,2,0.23526239395141602,0.0
Face Recognition,seccam_2,train,afd9ac70-ab3e-11ef-abf3-bbefd0250143.jpg,0,0,1,0.2234482765197754,0.0
Face Recognition,seccam_2,train,c1e0d7ea-ab3e-11ef-8112-bbefd0250143.jpg,0,0,1,0.2204136848449707,0.0
Face Recognition,seccam_2,train,c1e40732-ab3e-11ef-92cf-bbefd0250143.jpg,0,0,1,0.2224135398864746,0.0
Face Recognition,seccam_2,train,c202b1de-ab3e-11ef-b9ba-bbefd0250143.jpg,0,0,1,0.1923809051513672,0.0
Face Recognition,seccam_2,train,c205c3db-ab3e-11ef-aca5-bbefd0250143.jpg,0,0,1,0.19281625747680664,0.0
Face Recognition,seccam_2,train,c6684fbf-ab3e-11ef-8df0-bbefd0250143.jpg,0,0,1,0.11667275428771973,0.0
Face Recognition,seccam_2,train,c66bc28f-ab3e-11ef-a9a3-bbefd0250143.jpg,0,0,1,0.09802818298339844,0.0
Face Recognition,seccam_2,train,c68867a2-ab3e-11ef-9f88-bbefd0250143.jpg,0,0,1,0.1297316551208496,0.0
Face Recognition,seccam_2,train,c68bc47c-ab3e-11ef-9416-bbefd0250143.jpg,0,0,1,0.15813517570495605,0.0
Face Recognition,seccam_2,train,c6c985e5-ab3e-11ef-8b7e-bbefd0250143.jpg,0,0,1,0.14608383178710938,0.0
Face Recognition,seccam_2,train,c749f1de-ab3e-11ef-9617-bbefd0250143.jpg,0,0,1,0.12264847755432129,0.0
Face Recognition,seccam_2,train,d61b0424-ab2e-11ef-ae1e-bbefd0250143.jpg,0,0,2,0.1318814754486084,0.0
Face Recognition,seccam_2,train,d72a14a8-ab3e-11ef-9f7f-bbefd0250143.jpg,0,0,2,0.12364673614501953,0.0
Face Recognition,seccam_2,train,e764fafe-ab3e-11ef-a3a4-bbefd0250143.jpg,0,0,1,0.12778472900390625,0.0
Face Recognition,seccam_2,train,e7aa689d-ab3e-11ef-9105-bbefd0250143.jpg,0,0,1,0.13245439529418945,0.0
Face Recognition,seccam_2,train,e7ad7b9c-ab3e-11ef-ab2e-bbefd0250143.jpg,0,0,1,0.12155914306640625,0.0
Face Recognition,seccam_2,val,f6196398-a7ff-11ef-8536-48e7da426b90.jpg,0,0,2,0.14643526077270508,0.0
Face Recognition,seccam_2,val,f65902be-a7ff-11ef-b1ca-48e7da426b90.jpg,0,0,2,0.14690232276916504,0.0
Face Recognition,seccam_2,val,f8018827-a7ff-11ef-9e17-48e7da426b90.jpg,0,0,1,0.14380407333374023,0.0
Face Recognition,seccam_2,val,f87d5fd1-a7ff-11ef-a296-48e7da426b90.jpg,0,0,2,0.1473865509033203,0.0
Face Recognition,seccam_2,val,f9122b6f-ab3e-11ef-96f5-bbefd0250143.jpg,0,0,2,0.13726115226745605,0.0
Face Recognition,seccam_2,val,f9340d73-a7ff-11ef-be59-48e7da426b90.jpg,0,0,1,0.1479339599609375,0.0
Face Recognition,seccam_2,val,fc51e2bf-ab2f-11ef-8c6d-bbefd0250143.jpg,0,0,1,0.13483834266662598,0.0
Face Recognition,seccam_2,val,fdb32cce-ab2f-11ef-a791-bbefd0250143.jpg,0,0,1,0.1361067295074463,0.0
Face Recognition,seccam_2,val,fecfc24a-ab2f-11ef-8355-bbefd0250143.jpg,0,0,1,0.13672828674316406,0.0
